DMA,DMA_code,Assignments,Assignment_Rank,Mushroom_Coffee,Luwak_Coffee,Kopi_Luwak,Functional_Food,Beta_Glucan,Health_Supplement,dma_rank, dma_tv_home ,dem_rank,zipcode, return_cnt , elderly_cnt , single_cnt , married_joint_cnt , head_household_cnt ,elerly_perc,single_perc,married_joint_perc,head_household_perc,return_perc, wage_per_capita , total_agi_per_capita , total_tax_per_capita , single_cnt_100K , married_joint_100K , head_household_100K , elderly_cnt_100K , return_cnt_100K ,elerly_perc_100K,100K_given_elerly_perc,100K_given_single_perc,100K_given_married_joint_perc,100K_given_head_household_perc,return_perc_100K, wage_per_capita_100K , total_agi_per_capita_100K , total_tax_per_capita_100K 
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75763," 2,620 ", 890 ," 1,100 "," 1,150 ", 330 ,34.0%,42.0%,43.9%,12.6%,100.0%," 79,999 "," 136,967 "," 138,026 ", 50 , 370 , -   , 190 , 410 ,46.3%,21.3%,4.5%,32.2%,0.0%,15.6%," 171,813 "," 312,972 "," 315,094 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,26851, 930 , 310 , 440 , 380 , 100 ,33.3%,47.3%,40.9%,10.8%,100.0%," 51,997 "," 68,205 "," 68,600 ", 20 , 100 , -   , 30 , 120 ,25.0%,9.7%,4.5%,26.3%,0.0%,12.9%," 111,558 "," 149,008 "," 149,733 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01611," 1,250 ", 260 , 660 , 380 , 190 ,20.8%,52.8%,30.4%,15.2%,100.0%," 75,419 "," 112,915 "," 113,420 ", 30 , 150 , -   , 40 , 190 ,21.1%,15.4%,4.5%,39.5%,0.0%,15.2%," 152,088 "," 240,515 "," 241,029 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01604," 19,410 "," 3,630 "," 11,480 "," 4,150 "," 3,280 ",18.7%,59.1%,21.4%,16.9%,100.0%," 80,529 "," 107,256 "," 108,283 ", 520 ," 1,470 ", 150 , 610 ," 2,180 ",28.0%,16.8%,4.5%,35.4%,4.6%,11.2%," 161,417 "," 223,292 "," 225,521 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,25405," 6,820 "," 1,620 "," 3,320 "," 2,390 ", 900 ,23.8%,48.7%,35.0%,13.2%,100.0%," 74,863 "," 96,155 "," 96,961 ", 150 , 860 , 30 , 270 ," 1,050 ",25.7%,16.7%,4.5%,36.0%,3.3%,15.4%," 143,825 "," 189,469 "," 191,257 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,85206," 17,170 "," 6,200 "," 9,540 "," 5,600 "," 1,720 ",36.1%,55.6%,32.6%,10.0%,100.0%," 60,430 "," 137,629 "," 138,872 ", 430 ," 1,800 ", 70 , 980 ," 2,310 ",42.4%,15.8%,4.5%,32.1%,4.1%,13.5%," 113,374 "," 314,257 "," 317,082 "
West Palm Beach-Ft. Pierce FL,548,1,2,55,0,5,0,76,99,38," 794,310 ",20,34945," 2,400 ", 670 ," 1,110 ", 940 , 300 ,27.9%,46.3%,39.2%,12.5%,100.0%," 66,494 "," 142,592 "," 144,326 ", 50 , 380 , 30 , 140 , 460 ,30.4%,20.9%,4.5%,40.4%,10.0%,19.2%," 124,742 "," 328,796 "," 333,050 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76110," 13,390 "," 2,170 "," 6,900 "," 4,070 "," 2,230 ",16.2%,51.5%,30.4%,16.7%,100.0%," 96,722 "," 144,217 "," 145,886 ", 310 ," 1,290 ", 50 , 440 ," 1,680 ",26.2%,20.3%,4.5%,31.7%,2.2%,12.5%," 209,033 "," 335,075 "," 339,038 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22655," 11,130 "," 2,620 "," 5,120 "," 4,470 "," 1,260 ",23.5%,46.0%,40.2%,11.3%,100.0%," 77,713 "," 104,489 "," 105,479 ", 230 ," 2,240 ", 100 , 660 ," 2,610 ",25.3%,25.2%,4.5%,50.1%,7.9%,23.5%," 155,020 "," 214,599 "," 216,657 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,03102," 17,170 "," 3,530 "," 10,490 "," 4,190 "," 2,030 ",20.6%,61.1%,24.4%,11.8%,100.0%," 78,397 "," 111,568 "," 112,972 ", 470 ," 1,560 ", 90 , 640 ," 2,150 ",29.8%,18.1%,4.5%,37.2%,4.4%,12.5%," 155,495 "," 235,817 "," 239,075 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,05363," 1,190 ", 460 , 670 , 410 , 90 ,38.7%,56.3%,34.5%,7.6%,100.0%," 66,730 "," 122,716 "," 126,262 ", 30 , 140 , -   , 100 , 190 ,52.6%,21.7%,4.5%,34.1%,0.0%,16.0%," 137,278 "," 269,266 "," 277,721 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,85552," 2,780 ", 660 ," 1,120 "," 1,270 ", 330 ,23.7%,40.3%,45.7%,11.9%,100.0%," 74,539 "," 109,062 "," 110,370 ", 50 , 520 , -   , 150 , 590 ,25.4%,22.7%,4.5%,40.9%,0.0%,21.2%," 147,150 "," 228,183 "," 231,296 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,05301," 7,740 "," 2,510 "," 4,480 "," 2,320 ", 810 ,32.4%,57.9%,30.0%,10.5%,100.0%," 62,204 "," 121,772 "," 124,178 ", 200 , 890 , 40 , 530 ," 1,130 ",46.9%,21.1%,4.5%,38.4%,4.9%,14.6%," 117,703 "," 267,085 "," 272,442 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47304," 14,140 "," 4,840 "," 7,170 "," 5,350 "," 1,300 ",34.2%,50.7%,37.8%,9.2%,100.0%," 71,313 "," 130,819 "," 132,397 ", 320 ," 2,010 ", 80 ," 1,030 "," 2,430 ",42.4%,21.3%,4.5%,37.6%,6.2%,17.2%," 144,191 "," 293,807 "," 297,575 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01605," 12,880 "," 2,140 "," 7,190 "," 2,630 "," 2,750 ",16.6%,55.8%,20.4%,21.4%,100.0%," 81,454 "," 112,706 "," 113,504 ", 320 ," 1,030 ", 120 , 390 ," 1,480 ",26.4%,18.2%,4.5%,39.2%,4.4%,11.5%," 164,178 "," 240,080 "," 241,647 "
West Palm Beach-Ft. Pierce FL,548,1,2,55,0,5,0,76,99,38," 794,310 ",20,34984," 9,040 "," 2,320 "," 4,270 "," 3,180 "," 1,300 ",25.7%,47.2%,35.2%,14.4%,100.0%," 75,630 "," 142,299 "," 144,046 ", 190 ," 1,060 ", 50 , 480 ," 1,310 ",36.6%,20.7%,4.4%,33.3%,3.8%,14.5%," 151,509 "," 328,861 "," 333,031 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,86004," 18,090 "," 4,280 "," 9,460 "," 6,180 "," 2,170 ",23.7%,52.3%,34.2%,12.0%,100.0%," 69,557 "," 116,845 "," 118,349 ", 420 ," 2,850 ", 110 ," 1,230 "," 3,400 ",36.2%,28.7%,4.4%,46.1%,5.1%,18.8%," 133,346 "," 251,894 "," 255,232 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75462," 5,170 "," 1,480 "," 2,030 "," 2,490 ", 570 ,28.6%,39.3%,48.2%,11.0%,100.0%," 74,191 "," 136,252 "," 137,874 ", 90 , 980 , -   , 350 ," 1,110 ",31.5%,23.6%,4.4%,39.4%,0.0%,21.5%," 147,333 "," 309,438 "," 313,318 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47396," 3,670 "," 1,200 "," 1,580 "," 1,640 ", 390 ,32.7%,43.1%,44.7%,10.6%,100.0%," 77,434 "," 124,121 "," 125,572 ", 70 , 740 , 30 , 240 , 850 ,28.2%,20.0%,4.4%,45.1%,7.7%,23.2%," 160,917 "," 273,937 "," 277,353 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76457," 1,610 ", 490 , 680 , 780 , 150 ,30.4%,42.2%,48.4%,9.3%,100.0%," 70,428 "," 158,678 "," 160,366 ", 30 , 220 , -   , 100 , 240 ,41.7%,20.4%,4.4%,28.2%,0.0%,14.9%," 137,381 "," 377,656 "," 381,633 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46208," 9,980 "," 1,950 "," 5,900 "," 1,850 "," 1,980 ",19.5%,59.1%,18.5%,19.8%,100.0%," 96,644 "," 135,331 "," 137,068 ", 260 , 990 , 50 , 350 ," 1,310 ",26.7%,17.9%,4.4%,53.5%,2.5%,13.1%," 212,265 "," 308,443 "," 312,562 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75243," 27,150 "," 4,520 "," 15,240 "," 6,150 "," 5,170 ",16.6%,56.1%,22.7%,19.0%,100.0%," 80,597 "," 121,904 "," 123,405 ", 670 ," 2,270 ", 130 ," 1,130 "," 3,110 ",36.3%,25.0%,4.4%,36.9%,2.5%,11.5%," 164,420 "," 267,759 "," 271,185 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02639," 1,900 ", 730 ," 1,140 ", 520 , 180 ,38.4%,60.0%,27.4%,9.5%,100.0%," 60,670 "," 105,586 "," 106,849 ", 50 , 210 , -   , 160 , 270 ,59.3%,21.9%,4.4%,40.4%,0.0%,14.2%," 122,986 "," 216,937 "," 219,480 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75154," 22,880 "," 4,360 "," 10,290 "," 7,450 "," 4,530 ",19.1%,45.0%,32.6%,19.8%,100.0%," 80,580 "," 116,191 "," 117,211 ", 450 ," 3,170 ", 210 ," 1,040 "," 3,890 ",26.7%,23.9%,4.4%,42.6%,4.6%,17.0%," 158,164 "," 249,935 "," 252,081 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46143," 30,340 "," 7,240 "," 13,770 "," 12,460 "," 3,330 ",23.9%,45.4%,41.1%,11.0%,100.0%," 82,277 "," 126,802 "," 128,083 ", 600 ," 6,150 ", 220 ," 1,830 "," 7,030 ",26.0%,25.3%,4.4%,49.4%,6.6%,23.2%," 172,143 "," 282,000 "," 284,747 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,85034," 2,490 ", 270 ," 1,610 ", 330 , 490 ,10.8%,64.7%,13.3%,19.7%,100.0%," 81,765 "," 140,394 "," 141,059 ", 70 , 50 , -   , 30 , 140 ,21.4%,11.1%,4.3%,15.2%,0.0%,5.6%," 158,430 "," 324,614 "," 325,900 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76023," 3,310 ", 860 ," 1,380 "," 1,540 ", 320 ,26.0%,41.7%,46.5%,9.7%,100.0%," 74,261 "," 118,095 "," 119,038 ", 60 , 590 , -   , 190 , 660 ,28.8%,22.1%,4.3%,38.3%,0.0%,19.9%," 144,682 "," 255,855 "," 257,820 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75117," 1,780 ", 500 , 690 , 850 , 220 ,28.1%,38.8%,47.8%,12.4%,100.0%," 75,904 "," 117,883 "," 118,629 ", 30 , 280 , -   , 100 , 330 ,30.3%,20.0%,4.3%,32.9%,0.0%,18.5%," 152,720 "," 254,970 "," 256,349 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,03225," 2,000 ", 550 , 920 , 840 , 170 ,27.5%,46.0%,42.0%,8.5%,100.0%," 79,428 "," 111,106 "," 112,518 ", 40 , 350 , -   , 130 , 410 ,31.7%,23.6%,4.3%,41.7%,0.0%,20.5%," 160,545 "," 234,550 "," 237,599 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76002," 16,820 "," 2,210 "," 7,850 "," 5,450 "," 3,090 ",13.1%,46.7%,32.4%,18.4%,100.0%," 81,445 "," 101,921 "," 102,552 ", 340 ," 2,120 ", 210 , 430 ," 2,720 ",15.8%,19.5%,4.3%,38.9%,6.8%,16.2%," 158,154 "," 206,869 "," 207,748 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,86001," 13,840 "," 2,440 "," 9,020 "," 3,590 "," 1,070 ",17.6%,65.2%,25.9%,7.7%,100.0%," 75,320 "," 151,148 "," 153,370 ", 390 ," 1,970 ", 110 , 800 ," 2,470 ",32.4%,32.8%,4.3%,54.9%,10.3%,17.8%," 149,821 "," 355,053 "," 360,506 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75137," 9,730 "," 2,330 "," 4,860 "," 2,790 "," 1,890 ",23.9%,49.9%,28.7%,19.4%,100.0%," 85,849 "," 139,277 "," 140,151 ", 210 , 930 , 60 , 550 ," 1,200 ",45.8%,23.6%,4.3%,33.3%,3.2%,12.3%," 181,098 "," 319,697 "," 321,503 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,01571," 5,910 "," 1,430 "," 3,010 "," 2,130 ", 690 ,24.2%,50.9%,36.0%,11.7%,100.0%," 76,725 "," 106,234 "," 107,098 ", 130 ," 1,120 ", 60 , 350 ," 1,310 ",26.7%,24.5%,4.3%,52.6%,8.7%,22.2%," 156,058 "," 219,699 "," 221,276 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76036," 16,400 "," 3,180 "," 7,250 "," 5,920 "," 2,790 ",19.4%,44.2%,36.1%,17.0%,100.0%," 81,077 "," 122,811 "," 123,593 ", 310 ," 2,390 ", 110 , 750 ," 2,830 ",26.5%,23.6%,4.3%,40.4%,3.9%,17.3%," 161,621 "," 269,517 "," 270,968 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75165," 23,000 "," 4,830 "," 10,060 "," 8,850 "," 3,560 ",21.0%,43.7%,38.5%,15.5%,100.0%," 81,929 "," 120,241 "," 121,461 ", 430 ," 3,850 ", 150 ," 1,200 "," 4,470 ",26.8%,24.8%,4.3%,43.5%,4.2%,19.4%," 164,787 "," 261,762 "," 264,415 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75440," 3,060 "," 1,140 "," 1,170 "," 1,470 ", 330 ,37.3%,38.2%,48.0%,10.8%,100.0%," 65,055 "," 113,847 "," 114,606 ", 50 , 490 , -   , 250 , 570 ,43.9%,21.9%,4.3%,33.3%,0.0%,18.6%," 130,923 "," 242,565 "," 243,935 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47448," 4,060 "," 1,620 "," 1,880 "," 1,800 ", 310 ,39.9%,46.3%,44.3%,7.6%,100.0%," 62,310 "," 124,383 "," 126,184 ", 80 , 650 , -   , 350 , 740 ,47.3%,21.6%,4.3%,36.1%,0.0%,18.2%," 119,792 "," 275,635 "," 279,838 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76082," 10,430 "," 2,430 "," 4,250 "," 4,790 "," 1,130 ",23.3%,40.7%,45.9%,10.8%,100.0%," 76,697 "," 131,259 "," 132,380 ", 180 ," 1,810 ", 50 , 500 ," 2,070 ",24.2%,20.6%,4.2%,37.8%,4.4%,19.8%," 152,310 "," 294,839 "," 297,340 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,86440," 2,930 "," 1,000 "," 1,420 "," 1,030 ", 430 ,34.1%,48.5%,35.2%,14.7%,100.0%," 53,208 "," 94,854 "," 95,315 ", 60 , 230 , -   , 130 , 310 ,41.9%,13.0%,4.2%,22.3%,0.0%,10.6%," 100,452 "," 187,945 "," 188,629 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76252," 1,530 ", 460 , 710 , 680 , 90 ,30.1%,46.4%,44.4%,5.9%,100.0%," 61,170 "," 118,674 "," 120,397 ", 30 , 330 , -   , 120 , 370 ,32.4%,26.1%,4.2%,48.5%,0.0%,24.2%," 111,026 "," 258,937 "," 262,524 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,20032," 16,320 "," 2,350 "," 8,760 "," 1,430 "," 5,720 ",14.4%,53.7%,8.8%,35.0%,100.0%," 84,355 "," 102,896 "," 103,345 ", 370 , 500 , 170 , 190 ," 1,090 ",17.4%,8.1%,4.2%,35.0%,3.0%,6.7%," 167,787 "," 211,106 "," 211,739 "
West Palm Beach-Ft. Pierce FL,548,1,2,55,0,5,0,76,99,38," 794,310 ",20,33413," 8,870 "," 1,490 "," 4,500 "," 2,310 "," 1,850 ",16.8%,50.7%,26.0%,20.9%,100.0%," 77,494 "," 116,727 "," 118,056 ", 190 , 750 , 110 , 290 ," 1,070 ",27.1%,19.5%,4.2%,32.5%,5.9%,12.1%," 149,032 "," 251,512 "," 254,450 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46168," 18,600 "," 4,880 "," 9,000 "," 7,160 "," 2,020 ",26.2%,48.4%,38.5%,10.9%,100.0%," 78,353 "," 123,117 "," 124,190 ", 380 ," 3,550 ", 140 ," 1,090 "," 4,100 ",26.6%,22.3%,4.2%,49.6%,6.9%,22.0%," 160,810 "," 271,044 "," 273,405 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46142," 16,170 "," 4,550 "," 7,580 "," 6,610 "," 1,630 ",28.1%,46.9%,40.9%,10.1%,100.0%," 75,928 "," 114,285 "," 115,668 ", 320 ," 3,200 ", 120 ," 1,150 "," 3,670 ",31.3%,25.3%,4.2%,48.4%,7.4%,22.7%," 155,487 "," 244,396 "," 247,524 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,85379," 22,280 "," 3,800 "," 9,730 "," 9,090 "," 3,050 ",17.1%,43.7%,40.8%,13.7%,100.0%," 79,464 "," 109,424 "," 110,317 ", 410 ," 3,910 ", 230 , 770 ," 4,590 ",16.8%,20.3%,4.2%,43.0%,7.5%,20.6%," 156,887 "," 229,103 "," 230,868 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76266," 8,260 "," 1,830 "," 3,560 "," 3,610 ", 950 ,22.2%,43.1%,43.7%,11.5%,100.0%," 78,122 "," 116,320 "," 117,349 ", 150 ," 1,540 ", 40 , 480 ," 1,750 ",27.4%,26.2%,4.2%,42.7%,4.2%,21.2%," 154,164 "," 250,246 "," 252,275 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76006," 13,280 "," 1,940 "," 7,860 "," 2,600 "," 2,470 ",14.6%,59.2%,19.6%,18.6%,100.0%," 85,417 "," 134,178 "," 135,580 ", 330 ," 1,150 ", 70 , 610 ," 1,590 ",38.4%,31.4%,4.2%,44.2%,2.8%,12.0%," 172,269 "," 304,418 "," 307,655 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02538," 2,480 ", 690 ," 1,430 ", 650 , 350 ,27.8%,57.7%,26.2%,14.1%,100.0%," 72,321 "," 114,130 "," 115,798 ", 60 , 250 , -   , 110 , 310 ,35.5%,15.9%,4.2%,38.5%,0.0%,12.5%," 142,260 "," 243,158 "," 247,483 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75442," 5,190 "," 1,170 "," 2,150 "," 2,310 ", 640 ,22.5%,41.4%,44.5%,12.3%,100.0%," 78,244 "," 121,708 "," 122,630 ", 90 , 910 , 20 , 300 ," 1,030 ",29.1%,25.6%,4.2%,39.4%,3.1%,19.8%," 156,721 "," 266,599 "," 268,320 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46239," 16,390 "," 3,210 "," 7,190 "," 6,020 "," 2,650 ",19.6%,43.9%,36.7%,16.2%,100.0%," 77,819 "," 108,305 "," 109,316 ", 300 ," 2,720 ", 140 , 680 ," 3,200 ",21.3%,21.2%,4.2%,45.2%,5.3%,19.5%," 152,081 "," 226,101 "," 228,172 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76458," 2,300 ", 590 , 960 , 980 , 290 ,25.7%,41.7%,42.6%,12.6%,100.0%," 65,408 "," 115,296 "," 117,357 ", 40 , 290 , -   , 110 , 340 ,32.4%,18.6%,4.2%,29.6%,0.0%,14.8%," 119,690 "," 248,698 "," 253,720 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76135," 10,010 "," 2,100 "," 4,800 "," 3,340 "," 1,700 ",21.0%,48.0%,33.4%,17.0%,100.0%," 75,155 "," 124,523 "," 125,520 ", 200 ," 1,300 ", 40 , 530 ," 1,550 ",34.2%,25.2%,4.2%,38.9%,2.4%,15.5%," 148,867 "," 275,072 "," 277,064 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,22644," 1,150 ", 360 , 480 , 520 , 120 ,31.3%,41.7%,45.2%,10.4%,100.0%," 73,396 "," 112,524 "," 113,279 ", 20 , 180 , -   , 80 , 230 ,34.8%,22.2%,4.2%,34.6%,0.0%,20.0%," 148,294 "," 239,632 "," 240,723 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02119," 14,390 "," 2,220 "," 9,180 "," 1,510 "," 3,340 ",15.4%,63.8%,10.5%,23.2%,100.0%," 88,544 "," 113,734 "," 114,389 ", 380 , 490 , 130 , 190 ," 1,030 ",18.4%,8.6%,4.1%,32.5%,3.9%,7.2%," 184,420 "," 243,099 "," 244,370 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46234," 14,020 "," 3,190 "," 6,800 "," 4,650 "," 2,110 ",22.8%,48.5%,33.2%,15.0%,100.0%," 80,305 "," 124,737 "," 125,819 ", 280 ," 1,940 ", 90 , 680 ," 2,330 ",29.2%,21.3%,4.1%,41.7%,4.3%,16.6%," 160,731 "," 275,635 "," 277,985 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76084," 5,870 ", 880 ," 2,430 "," 2,320 ", 970 ,15.0%,41.4%,39.5%,16.5%,100.0%," 79,150 "," 115,534 "," 116,355 ", 100 , 840 , 50 , 160 ," 1,010 ",15.8%,18.2%,4.1%,36.2%,5.2%,17.2%," 151,453 "," 247,888 "," 249,538 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76040," 15,230 "," 2,400 "," 8,020 "," 4,330 "," 2,580 ",15.8%,52.7%,28.4%,16.9%,100.0%," 79,528 "," 112,191 "," 112,930 ", 330 ," 1,490 ", 90 , 420 ," 1,920 ",21.9%,17.5%,4.1%,34.4%,3.5%,12.6%," 155,118 "," 238,404 "," 239,629 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75104," 24,300 "," 4,770 "," 11,910 "," 6,480 "," 5,260 ",19.6%,49.0%,26.7%,21.6%,100.0%," 81,614 "," 142,010 "," 143,076 ", 490 ," 2,790 ", 240 ," 1,160 "," 3,590 ",32.3%,24.3%,4.1%,43.1%,4.6%,14.8%," 161,778 "," 327,823 "," 330,133 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75156," 6,540 "," 1,960 "," 2,920 "," 2,510 ", 990 ,30.0%,44.6%,38.4%,15.1%,100.0%," 74,598 "," 129,844 "," 131,398 ", 120 , 710 , 30 , 410 , 870 ,47.1%,20.9%,4.1%,28.3%,3.0%,13.3%," 156,633 "," 292,022 "," 295,765 "
Phoenix AZ,753,1,1,68,0,16,0,63,78,13," 1,812,040 ",28,85119," 9,990 "," 3,790 "," 4,880 "," 3,890 "," 1,060 ",37.9%,48.8%,38.9%,10.6%,100.0%," 72,966 "," 125,106 "," 126,114 ", 200 ," 1,250 ", 40 , 670 ," 1,510 ",44.4%,17.7%,4.1%,32.1%,3.8%,15.1%," 153,098 "," 276,693 "," 278,972 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76249," 4,650 ", 940 ," 1,960 "," 2,080 ", 510 ,20.2%,42.2%,44.7%,11.0%,100.0%," 75,174 "," 126,911 "," 127,812 ", 80 , 930 , 30 , 240 ," 1,050 ",22.9%,25.5%,4.1%,44.7%,5.9%,22.6%," 145,363 "," 282,298 "," 284,163 "
Boston MA-Manchester NH,506,3,3,49,50,17,69,62,69,7," 2,366,690 ",4,02120," 5,520 ", 610 ," 3,920 ", 550 , 940 ,11.1%,71.0%,10.0%,17.0%,100.0%," 85,722 "," 104,713 "," 105,491 ", 160 , 200 , 20 , 70 , 400 ,17.5%,11.5%,4.1%,36.4%,2.1%,7.2%," 175,547 "," 216,702 "," 218,292 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76086," 10,500 "," 2,620 "," 5,150 "," 3,650 "," 1,470 ",25.0%,49.0%,34.8%,14.0%,100.0%," 71,434 "," 126,992 "," 128,167 ", 210 ," 1,180 ", 50 , 490 ," 1,440 ",34.0%,18.7%,4.1%,32.3%,3.4%,13.7%," 138,328 "," 282,545 "," 284,908 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,76022," 7,340 "," 1,640 "," 3,930 "," 2,120 "," 1,150 ",22.3%,53.5%,28.9%,15.7%,100.0%," 75,097 "," 104,430 "," 105,287 ", 160 , 710 , 30 , 310 , 910 ,34.1%,18.9%,4.1%,33.5%,2.6%,12.4%," 147,622 "," 215,074 "," 216,540 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,21783," 4,400 "," 1,160 "," 1,970 "," 1,920 ", 440 ,26.4%,44.8%,43.6%,10.0%,100.0%," 78,082 "," 109,335 "," 110,587 ", 80 , 930 , 30 , 290 ," 1,050 ",27.6%,25.0%,4.1%,48.4%,6.8%,23.9%," 159,366 "," 229,544 "," 232,236 "
Dallas-Ft. Worth TX,623,3,1,45,37,17,87,46,74,5," 2,588,020 ",30,75062," 22,860 "," 3,800 "," 12,370 "," 6,370 "," 3,720 ",16.6%,54.1%,27.9%,16.3%,100.0%," 88,978 "," 173,504 "," 174,631 ", 500 ," 1,740 ", 80 , 700 ," 2,360 ",29.7%,18.4%,4.0%,27.3%,2.2%,10.3%," 186,755 "," 422,572 "," 424,966 "
Washington DC (Hagerstown MD),511,3,2,54,29,19,90,60,59,8," 2,359,160 ",1,25420," 2,180 ", 510 , 990 , 910 , 230 ,23.4%,45.4%,41.7%,10.6%,100.0%," 82,320 "," 110,954 "," 111,663 ", 40 , 380 , -   , 90 , 430 ,20.9%,17.6%,4.0%,41.8%,0.0%,19.7%," 167,237 "," 234,479 "," 235,986 "
